movie_title,imdb_score,title_year,content_rating,main_genre,director_name,star_cast,genres,duration,genre_1,genre_2,genre_3,genre_4,genre_5,genre_6,genre_7,genre_8,genre_count,decade,imdb_category,duration_category
Star Trek IV: The Voyage Home,7.3,1986,PG,Adventure,Leonard Nimoy,Leonard Nimoy,"Adventure, Comedy, Sci-Fi",119.0,Adventure,Comedy,Sci-Fi,,,,,,3,1980,Good,Medium
Peggy Sue Got Married,6.3,1986,PG-13,Comedy,Francis Ford Coppola,Nicolas Cage,"Comedy, Drama, Fantasy, Romance",103.0,Comedy,Drama,Fantasy,Romance,,,,,4,1980,Average,Medium
9½ Weeks,5.9,1986,R,Drama,Adrian Lyne,David Margulies,"Drama, Romance",112.0,Drama,Romance,,,,,,,2,1980,Average,Medium
The Wraith,5.9,1986,R,Action,Mike Marvin,Clint Howard,"Action, Horror, Romance, Sci-Fi, Thriller",93.0,Action,Horror,Romance,Sci-Fi,Thriller,,,,5,1980,Average,Medium
Aliens,8.4,1986,R,Action,James Cameron,Michael Biehn,"Action, Adventure, Sci-Fi",150.5,Action,Adventure,Sci-Fi,,,,,,3,1980,Excellent,Long
Shanghai Surprise,3.0,1986,PG-13,Adventure,Jim Goddard,Victor Wong,"Adventure, Crime, Drama, Romance",97.0,Adventure,Crime,Drama,Romance,,,,,4,1980,Poor,Medium
Highlander,7.2,1986,R,Action,Russell Mulcahy,Christopher Lambert,"Action, Adventure, Fantasy",110.0,Action,Adventure,Fantasy,,,,,,3,1980,Good,Medium
Top Gun,6.9,1986,PG,Action,Tony Scott,Tom Cruise,"Action, Drama, Romance",110.0,Action,Drama,Romance,,,,,,3,1980,Average,Medium
The Clan of the Cave Bear,5.3,1986,R,Adventure,Michael Chapman,Curtis Armstrong,"Adventure, Drama, Fantasy",98.0,Adventure,Drama,Fantasy,,,,,,3,1980,Average,Medium
The Golden Child,5.9,1986,PG-13,Action,Michael Ritchie,Victor Wong,"Action, Adventure, Comedy, Fantasy, Mystery",94.0,Action,Adventure,Comedy,Fantasy,Mystery,,,,5,1980,Average,Medium
Invaders from Mars,5.5,1986,PG,Horror,Tobe Hooper,Louise Fletcher,"Horror, Sci-Fi",100.0,Horror,Sci-Fi,,,,,,,2,1980,Average,Medium
The Color of Money,7.0,1986,R,Drama,Martin Scorsese,Tom Cruise,"Drama, Sport",119.0,Drama,Sport,,,,,,,2,1980,Average,Medium
Crocodile Dundee,6.5,1986,PG-13,Adventure,Peter Faiman,Paul Hogan,"Adventure, Comedy",93.0,Adventure,Comedy,,,,,,,2,1980,Average,Medium
Stand by Me,8.1,1986,R,Adventure,Rob Reiner,Marshall Bell,"Adventure, Drama",89.0,Adventure,Drama,,,,,,,2,1980,Excellent,Short
Platoon,8.1,1986,R,Drama,Oliver Stone,Johnny Depp,"Drama, War",120.0,Drama,War,,,,,,,2,1980,Excellent,Medium
April Fools Day,6.2,1986,R,Horror,Fred Walton,Thomas F. Wilson,"Horror, Mystery",89.0,Horror,Mystery,,,,,,,2,1980,Average,Short
The Texas Chainsaw Massacre 2,5.5,1986,X,Comedy,Tobe Hooper,Bill Johnson,"Comedy, Horror",101.0,Comedy,Horror,,,,,,,2,1980,Average,Medium
Salvador,7.5,1986,R,Drama,Oliver Stone,Jim Belushi,"Drama, History, Thriller, War",122.0,Drama,History,Thriller,War,,,,,4,1980,Good,Long
Jason Lives: Friday the 13th Part VI,5.9,1986,R,Horror,Tom McLoughlin,Tony Goldwyn,"Horror, Thriller",86.0,Horror,Thriller,,,,,,,2,1980,Average,Short
Witchboard,5.7,1986,R,Horror,Kevin Tenney,Kathleen Wilhoite,"Horror, Mystery, Thriller",98.0,Horror,Mystery,Thriller,,,,,,3,1980,Average,Medium
Rivers Edge,7.1,1986,R,Crime,Tim Hunter,Keanu Reeves,"Crime, Drama",99.0,Crime,Drama,,,,,,,2,1980,Good,Medium
Shes Gotta Have It,6.5,1986,R,Comedy,Spike Lee,S. Epatha Merkerson,"Comedy, Romance",88.0,Comedy,Romance,,,,,,,2,1980,Average,Short
The Living Daylights,6.7,1987,PG,Action,John Glen,Joe Don Baker,"Action, Adventure, Thriller",130.0,Action,Adventure,Thriller,,,,,,3,1980,Average,Long
Ishtar,4.2,1987,PG-13,Action,Elaine May,Carol Kane,"Action, Adventure, Comedy, Music, Thriller",107.0,Action,Adventure,Comedy,Music,Thriller,,,,5,1980,Poor,Medium
The Running Man,6.6,1987,R,Action,Paul Michael Glaser,Yaphet Kotto,"Action, Crime, Sci-Fi, Thriller",101.0,Action,Crime,Sci-Fi,Thriller,,,,,4,1980,Average,Medium
Cry Freedom,7.5,1987,PG,Biography,Richard Attenborough,Denzel Washington,"Biography, Drama, History",147.0,Biography,Drama,History,,,,,,3,1980,Good,Long
The Untouchables,7.9,1987,R,Crime,Brian De Palma,Robert De Niro,"Crime, Drama, Thriller",119.0,Crime,Drama,Thriller,,,,,,3,1980,Good,Medium
The Last Emperor,7.8,1987,PG-13,Biography,Bernardo Bertolucci,Cary-Hiroyuki Tagawa,"Biography, Drama, History",150.5,Biography,Drama,History,,,,,,3,1980,Good,Long
Jaws: The Revenge,2.8,1987,PG-13,Adventure,Joseph Sargent,Judith Barsi,"Adventure, Horror, Thriller",92.0,Adventure,Horror,Thriller,,,,,,3,1980,Poor,Medium
Spaceballs,7.1,1987,PG,Adventure,Mel Brooks,Joan Rivers,"Adventure, Comedy, Sci-Fi",96.0,Adventure,Comedy,Sci-Fi,,,,,,3,1980,Good,Medium
Beverly Hills Cop II,6.4,1987,R,Action,Tony Scott,Dean Stockwell,"Action, Comedy, Crime, Thriller",100.0,Action,Comedy,Crime,Thriller,,,,,4,1980,Average,Medium
Predator,7.8,1987,R,Action,John McTiernan,Shane Black,"Action, Horror, Sci-Fi",107.0,Action,Horror,Sci-Fi,,,,,,3,1980,Good,Medium
Superman IV: The Quest for Peace,3.6,1987,PG,Action,Sidney J. Furie,Jim Broadbent,"Action, Adventure, Family, Sci-Fi",134.0,Action,Adventure,Family,Sci-Fi,,,,,4,1980,Poor,Long
Wall Street,7.4,1987,R,Crime,Oliver Stone,Hal Holbrook,"Crime, Drama",126.0,Crime,Drama,,,,,,,2,1980,Good,Long
Radio Days,7.6,1987,PG,Comedy,Woody Allen,Mike Starr,Comedy,88.0,Comedy,,,,,,,,1,1980,Good,Short
3 Men and a Baby,5.9,1987,PG,Comedy,Leonard Nimoy,Tom Selleck,"Comedy, Drama, Family",102.0,Comedy,Drama,Family,,,,,,3,1980,Average,Medium
The Princess Bride,8.1,1987,PG,Adventure,Rob Reiner,Robin Wright,"Adventure, Family, Fantasy, Romance",98.0,Adventure,Family,Fantasy,Romance,,,,,4,1980,Excellent,Medium
Fatal Attraction,6.9,1987,R,Drama,Adrian Lyne,Fred Gwynne,"Drama, Romance, Thriller",119.0,Drama,Romance,Thriller,,,,,,3,1980,Average,Medium
"Good Morning, Vietnam",7.3,1987,R,Biography,Barry Levinson,Robin Williams,"Biography, Comedy, Drama, War",121.0,Biography,Comedy,Drama,War,,,,,4,1980,Good,Long
Malone,5.6,1987,R,Action,Harley Cokeliss,Cliff Robertson,"Action, Drama, Thriller",92.0,Action,Drama,Thriller,,,,,,3,1980,Average,Medium
The Lost Boys,7.2,1987,R,Comedy,Joel Schumacher,Dianne Wiest,"Comedy, Fantasy, Horror",97.0,Comedy,Fantasy,Horror,,,,,,3,1980,Good,Medium
La Bamba,6.8,1987,PG-13,Biography,Luis Valdez,Esai Morales,"Biography, Drama, Music",108.0,Biography,Drama,Music,,,,,,3,1980,Average,Medium
A Nightmare on Elm Street 3: Dream Warriors,6.6,1987,X,Action,Chuck Russell,John Saxon,"Action, Fantasy, Horror, Thriller",88.0,Action,Fantasy,Horror,Thriller,,,,,4,1980,Average,Short
The Barbarians,4.8,1987,R,Adventure,Ruggero Deodato,Michael Berryman,"Adventure, Fantasy",87.0,Adventure,Fantasy,,,,,,,2,1980,Poor,Short
Prison,5.9,1987,R,Crime,Renny Harlin,Viggo Mortensen,"Crime, Drama, Horror, Thriller",102.0,Crime,Drama,Horror,Thriller,,,,,4,1980,Average,Medium
Creepshow 2,6.0,1987,R,Comedy,Michael Gornick,George Kennedy,"Comedy, Fantasy, Horror, Thriller",85.0,Comedy,Fantasy,Horror,Thriller,,,,,4,1980,Average,Short
Evil Dead II,7.8,1987,X,Comedy,Sam Raimi,Ted Raimi,"Comedy, Fantasy, Horror, Thriller",58.5,Comedy,Fantasy,Horror,Thriller,,,,,4,1980,Good,Short
Teen Wolf Too,3.2,1987,PG,Comedy,Christopher Leitch,John Astin,"Comedy, Fantasy",95.0,Comedy,Fantasy,,,,,,,2,1980,Poor,Medium
Maurice,7.8,1987,R,Drama,James Ivory,Rupert Graves,"Drama, Romance",140.0,Drama,Romance,,,,,,,2,1980,Good,Long
The Brave Little Toaster,7.3,1987,NOT RATED,Adventure,Jerry Rees,Jon Lovitz,"Adventure, Animation, Comedy, Family, Fantasy, Musical",90.0,Adventure,Animation,Comedy,Family,Fantasy,Musical,,,6,1980,Good,Short
From a Whisper to a Scream,5.9,1987,R,Action,Jeff Burr,Terry Kiser,"Action, Drama, Horror, Thriller",92.0,Action,Drama,Horror,Thriller,,,,,4,1980,Average,Medium
Hellraiser,7.0,1987,R,Fantasy,Clive Barker,Andrew Robinson,"Fantasy, Horror",86.0,Fantasy,Horror,,,,,,,2,1980,Average,Short
American Ninja 2: The Confrontation,4.7,1987,R,Action,Sam Firstenberg,Michael Dudikoff,"Action, Drama",90.0,Action,Drama,,,,,,,2,1980,Poor,Short
Hollywood Shuffle,7.0,1987,R,Comedy,Robert Townsend,Robert Townsend,Comedy,81.0,Comedy,,,,,,,,1,1980,Average,Short
Rambo III,5.7,1988,R,Action,Peter MacDonald,Sylvester Stallone,"Action, Adventure, Thriller, War",87.0,Action,Adventure,Thriller,War,,,,,4,1980,Average,Short
Scrooged,7.0,1988,PG-13,Comedy,Richard Donner,Bill Murray,"Comedy, Drama, Fantasy",101.0,Comedy,Drama,Fantasy,,,,,,3,1980,Average,Medium
Midnight Run,7.6,1988,R,Action,Martin Brest,Robert De Niro,"Action, Comedy, Crime, Thriller",126.0,Action,Comedy,Crime,Thriller,,,,,4,1980,Good,Long
Die Hard,8.2,1988,R,Action,John McTiernan,Alan Rickman,"Action, Thriller",131.0,Action,Thriller,,,,,,,2,1980,Excellent,Long
Rain Man,8.0,1988,R,Drama,Barry Levinson,Tom Cruise,Drama,133.0,Drama,,,,,,,,1,1980,Good,Long
"Bright Lights, Big City",5.6,1988,R,Drama,James Bridges,Dianne Wiest,Drama,107.0,Drama,,,,,,,,1,1980,Average,Medium
Dangerous Liaisons,7.7,1988,R,Drama,Stephen Frears,Keanu Reeves,"Drama, Romance",119.0,Drama,Romance,,,,,,,2,1980,Good,Medium
Big,7.3,1988,PG,Comedy,Penny Marshall,Tom Hanks,"Comedy, Drama, Family, Fantasy, Romance",130.0,Comedy,Drama,Family,Fantasy,Romance,,,,5,1980,Good,Long
My Stepmother Is an Alien,5.2,1988,PG-13,Comedy,Richard Benjamin,Jon Lovitz,"Comedy, Romance, Sci-Fi",105.0,Comedy,Romance,Sci-Fi,,,,,,3,1980,Average,Medium
Twins,6.0,1988,PG,Comedy,Ivan Reitman,Kelly Preston,"Comedy, Crime",107.0,Comedy,Crime,,,,,,,2,1980,Average,Medium
Beetlejuice,7.5,1988,PG,Comedy,Tim Burton,Catherine O'Hara,"Comedy, Fantasy",92.0,Comedy,Fantasy,,,,,,,2,1980,Good,Medium
Crocodile Dundee II,5.5,1988,PG,Action,John Cornell,Paul Hogan,"Action, Adventure, Comedy",108.0,Action,Adventure,Comedy,,,,,,3,1980,Average,Medium
A Nightmare on Elm Street 4: The Dream Master,5.7,1988,R,Fantasy,Renny Harlin,Tuesday Knight,"Fantasy, Horror, Thriller",99.0,Fantasy,Horror,Thriller,,,,,,3,1980,Average,Medium
Young Guns,6.8,1988,R,Action,Christopher Cain,Jack Palance,"Action, Crime, Drama, Thriller, Western",107.0,Action,Crime,Drama,Thriller,Western,,,,5,1980,Average,Medium
The Land Before Time,7.3,1988,G,Adventure,Don Bluth,Judith Barsi,"Adventure, Animation, Family",69.0,Adventure,Animation,Family,,,,,,3,1980,Good,Short
Poltergeist III,4.5,1988,PG-13,Horror,Gary Sherman,Tom Skerritt,"Horror, Thriller",98.0,Horror,Thriller,,,,,,,2,1980,Poor,Medium
Childs Play,6.5,1988,R,Fantasy,Tom Holland,Catherine Hicks,"Fantasy, Horror",87.0,Fantasy,Horror,,,,,,,2,1980,Average,Short
Akira,8.1,1988,R,Action,Katsuhiro Ôtomo,Mitsuo Iwata,"Action, Animation, Sci-Fi",124.0,Action,Animation,Sci-Fi,,,,,,3,1980,Excellent,Long
Action Jackson,5.2,1988,R,Action,Craig R. Baxley,Bill Duke,"Action, Comedy, Crime, Thriller",96.0,Action,Comedy,Crime,Thriller,,,,,4,1980,Average,Medium
The Last Temptation of Christ,7.6,1988,R,Drama,Martin Scorsese,Irvin Kershner,Drama,150.5,Drama,,,,,,,,1,1980,Good,Long
School Daze,5.8,1988,R,Comedy,Spike Lee,Tisha Campbell-Martin,"Comedy, Drama, Musical",121.0,Comedy,Drama,Musical,,,,,,3,1980,Average,Long
Mystic Pizza,6.2,1988,R,Comedy,Donald Petrie,Julia Roberts,"Comedy, Drama, Romance",104.0,Comedy,Drama,Romance,,,,,,3,1980,Average,Medium
Halloween 4: The Return of Michael Myers,5.9,1988,R,Horror,Dwight H. Little,Donald Pleasence,"Horror, Thriller",88.0,Horror,Thriller,,,,,,,2,1980,Average,Short
Lady in White,6.7,1988,R,Fantasy,Frank LaLoggia,Alex Rocco,"Fantasy, Horror, Mystery, Thriller",118.0,Fantasy,Horror,Mystery,Thriller,,,,,4,1980,Average,Medium
They Live,7.3,1988,R,Horror,John Carpenter,Meg Foster,"Horror, Sci-Fi, Thriller",93.0,Horror,Sci-Fi,Thriller,,,,,,3,1980,Good,Medium
Talk Radio,7.3,1988,R,Drama,Oliver Stone,Michael Wincott,Drama,110.0,Drama,,,,,,,,1,1980,Good,Medium
Phantasm II,6.5,1988,R,Action,Don Coscarelli,Angus Scrimm,"Action, Fantasy, Horror, Sci-Fi, Thriller",97.0,Action,Fantasy,Horror,Sci-Fi,Thriller,,,,5,1980,Average,Medium
Iguana,6.2,1988,R,Adventure,Monte Hellman,Everett McGill,"Adventure, Crime, Drama",97.0,Adventure,Crime,Drama,,,,,,3,1980,Average,Medium
Friday the 13th Part VII: The New Blood,5.3,1988,R,Horror,John Carl Buechler,Kane Hodder,Horror,88.0,Horror,,,,,,,,1,1980,Average,Short
Bloodsport,6.8,1988,R,Action,Newt Arnold,Bolo Yeung,"Action, Biography, Drama, Sport",92.0,Action,Biography,Drama,Sport,,,,,4,1980,Average,Medium
The Abyss,7.6,1989,PG-13,Adventure,James Cameron,Michael Biehn,"Adventure, Drama, Sci-Fi, Thriller",150.5,Adventure,Drama,Sci-Fi,Thriller,,,,,4,1980,Good,Long
Tango  Cash,6.3,1989,R,Action,Andrey Konchalovskiy,Sylvester Stallone,"Action, Comedy, Crime, Thriller",97.0,Action,Comedy,Crime,Thriller,,,,,4,1980,Average,Medium
Indiana Jones and the Last Crusade,8.3,1989,PG-13,Action,Steven Spielberg,Harrison Ford,"Action, Adventure, Fantasy",127.0,Action,Adventure,Fantasy,,,,,,3,1980,Excellent,Long
Licence to Kill,6.6,1989,PG-13,Action,John Glen,Robert Davi,"Action, Adventure, Thriller",133.0,Action,Adventure,Thriller,,,,,,3,1980,Average,Long
Back to the Future Part II,7.8,1989,PG,Adventure,Robert Zemeckis,Lea Thompson,"Adventure, Comedy, Sci-Fi",108.0,Adventure,Comedy,Sci-Fi,,,,,,3,1980,Good,Medium
Batman,7.6,1989,PG-13,Action,Tim Burton,Michael Gough,"Action, Adventure",126.0,Action,Adventure,,,,,,,2,1980,Good,Long
Star Trek V: The Final Frontier,5.4,1989,PG,Action,William Shatner,Leonard Nimoy,"Action, Adventure, Sci-Fi, Thriller",107.0,Action,Adventure,Sci-Fi,Thriller,,,,,4,1980,Average,Medium
Black Rain,6.6,1989,R,Action,Ridley Scott,Stephen Root,"Action, Crime, Thriller",125.0,Action,Crime,Thriller,,,,,,3,1980,Average,Long
Glory,7.9,1989,R,Drama,Edward Zwick,Denzel Washington,"Drama, History, War",122.0,Drama,History,War,,,,,,3,1980,Good,Long
Were No Angels,6.0,1989,PG-13,Comedy,Neil Jordan,Robert De Niro,"Comedy, Crime",106.0,Comedy,Crime,,,,,,,2,1980,Average,Medium
Sea of Love,6.8,1989,R,Crime,Harold Becker,Al Pacino,"Crime, Drama, Mystery, Thriller",113.0,Crime,Drama,Mystery,Thriller,,,,,4,1980,Average,Medium
Troop Beverly Hills,5.5,1989,PG,Adventure,Jeff Kanew,Craig T. Nelson,"Adventure, Comedy",105.0,Adventure,Comedy,,,,,,,2,1980,Average,Medium
Dead Poets Society,8.0,1989,PG,Comedy,Peter Weir,Robin Williams,"Comedy, Drama",128.0,Comedy,Drama,,,,,,,2,1980,Good,Long
When Harry Met Sally...,7.6,1989,R,Comedy,Rob Reiner,Bruno Kirby,"Comedy, Drama, Romance",89.0,Comedy,Drama,Romance,,,,,,3,1980,Good,Short
New York Stories,6.4,1989,PG,Comedy,Woody Allen,Woody Allen,"Comedy, Drama, Romance",124.0,Comedy,Drama,Romance,,,,,,3,1980,Average,Long
Born on the Fourth of July,7.2,1989,R,Biography,Oliver Stone,Tom Cruise,"Biography, Drama, War",145.0,Biography,Drama,War,,,,,,3,1980,Good,Long
Pet Sematary,6.6,1989,R,Fantasy,Mary Lambert,Miko Hughes,"Fantasy, Horror",103.0,Fantasy,Horror,,,,,,,2,1980,Average,Medium
Major League,7.2,1989,R,Comedy,David S. Ward,Corbin Bernsen,"Comedy, Sport",107.0,Comedy,Sport,,,,,,,2,1980,Good,Medium
Bill  Teds Excellent Adventure,6.9,1989,PG,Adventure,Stephen Herek,Keanu Reeves,"Adventure, Comedy, Music, Sci-Fi",90.0,Adventure,Comedy,Music,Sci-Fi,,,,,4,1980,Average,Short
Road House,6.5,1989,R,Action,Rowdy Herrington,Ben Gazzara,"Action, Thriller",114.0,Action,Thriller,,,,,,,2,1980,Average,Medium
Henry V,7.7,1989,PG-13,Action,Kenneth Branagh,Brian Blessed,"Action, Biography, Drama, History, Romance, War",137.0,Action,Biography,Drama,History,Romance,War,,,6,1980,Good,Long
The Blood of Heroes,6.5,1989,R,Action,David Webb Peoples,Delroy Lindo,"Action, Sci-Fi, Sport",90.0,Action,Sci-Fi,Sport,,,,,,3,1980,Average,Short
Driving Miss Daisy,7.4,1989,PG,Comedy,Bruce Beresford,Morgan Freeman,"Comedy, Drama, Family",99.0,Comedy,Drama,Family,,,,,,3,1980,Good,Medium
Warlock,6.2,1989,R,Action,Steve Miner,Julian Sands,"Action, Fantasy, Horror, Thriller",103.0,Action,Fantasy,Horror,Thriller,,,,,4,1980,Average,Medium
A Nightmare on Elm Street 5: The Dream Child,5.1,1989,X,Fantasy,Stephen Hopkins,Lisa Wilcox,"Fantasy, Horror, Romance, Thriller",89.0,Fantasy,Horror,Romance,Thriller,,,,,4,1980,Average,Short
Halloween 5,5.2,1989,X,Horror,Dominique Othenin-Girard,Donald Pleasence,"Horror, Thriller",96.0,Horror,Thriller,,,,,,,2,1980,Average,Medium
Do the Right Thing,7.9,1989,R,Drama,Spike Lee,Ruby Dee,Drama,120.0,Drama,,,,,,,,1,1980,Good,Medium
Friday the 13th Part VIII: Jason Takes Manhattan,4.5,1989,R,Adventure,Rob Hedden,Kane Hodder,"Adventure, Horror",100.0,Adventure,Horror,,,,,,,2,1980,Poor,Medium
UHF,7.0,1989,PG-13,Comedy,Jay Levey,Fran Drescher,"Comedy, Drama",150.0,Comedy,Drama,,,,,,,2,1980,Average,Long
The Toxic Avenger Part II,5.1,1989,R,Action,Michael Herz,Phoebe Legere,"Action, Comedy, Horror, Sci-Fi",96.0,Action,Comedy,Horror,Sci-Fi,,,,,4,1980,Average,Medium
"Sex, Lies, and Videotape",7.2,1989,R,Drama,Steven Soderbergh,Peter Gallagher,Drama,100.0,Drama,,,,,,,,1,1980,Good,Medium
Roger  Me,7.5,1989,R,Documentary,Michael Moore,Michael Moore,Documentary,91.0,Documentary,,,,,,,,1,1980,Good,Medium
Total Recall,7.5,1990,R,Action,Paul Verhoeven,Ronny Cox,"Action, Sci-Fi",113.0,Action,Sci-Fi,,,,,,,2,1990,Good,Medium
Die Hard 2,7.1,1990,R,Action,Renny Harlin,Bruce Willis,"Action, Thriller",124.0,Action,Thriller,,,,,,,2,1990,Good,Long
Days of Thunder,5.9,1990,PG-13,Action,Tony Scott,Tom Cruise,"Action, Drama, Sport",107.0,Action,Drama,Sport,,,,,,3,1990,Average,Medium
The Godfather: Part III,7.6,1990,R,Crime,Francis Ford Coppola,Al Pacino,"Crime, Drama",150.5,Crime,Drama,,,,,,,2,1990,Good,Long
Gremlins 2: The New Batch,6.3,1990,PG-13,Comedy,Joe Dante,Christopher Lee,"Comedy, Fantasy, Horror",106.0,Comedy,Fantasy,Horror,,,,,,3,1990,Average,Medium
The Adventures of Ford Fairlane,6.3,1990,R,Action,Renny Harlin,Lauren Holly,"Action, Adventure, Comedy, Crime, Music, Mystery",104.0,Action,Adventure,Comedy,Crime,Music,Mystery,,,6,1990,Average,Medium
Dick Tracy,6.1,1990,PG,Action,Warren Beatty,Charlie Korsmo,"Action, Comedy, Crime, Music, Romance, Thriller",105.0,Action,Comedy,Crime,Music,Romance,Thriller,,,6,1990,Average,Medium
Back to the Future Part III,7.4,1990,PG,Adventure,Robert Zemeckis,Lea Thompson,"Adventure, Comedy, Sci-Fi, Western",118.0,Adventure,Comedy,Sci-Fi,Western,,,,,4,1990,Good,Medium
Predator 2,6.2,1990,R,Action,Stephen Hopkins,Adam Baldwin,"Action, Horror, Sci-Fi",103.0,Action,Horror,Sci-Fi,,,,,,3,1990,Average,Medium
Arachnophobia,6.3,1990,PG-13,Comedy,Frank Marshall,Julian Sands,"Comedy, Fantasy, Horror, Thriller",103.0,Comedy,Fantasy,Horror,Thriller,,,,,4,1990,Average,Medium
The Hunt for Red October,7.6,1990,PG,Action,John McTiernan,Scott Glenn,"Action, Adventure, Thriller",135.0,Action,Adventure,Thriller,,,,,,3,1990,Good,Long
Kindergarten Cop,6.0,1990,PG-13,Action,Ivan Reitman,Richard Tyson,"Action, Comedy, Crime",111.0,Action,Comedy,Crime,,,,,,3,1990,Average,Medium
Flatliners,6.6,1990,R,Drama,Joel Schumacher,Julia Roberts,"Drama, Horror, Sci-Fi, Thriller",115.0,Drama,Horror,Sci-Fi,Thriller,,,,,4,1990,Average,Medium
Goodfellas,8.7,1990,R,Biography,Martin Scorsese,Robert De Niro,"Biography, Crime, Drama",146.0,Biography,Crime,Drama,,,,,,3,1990,Excellent,Long
Ghost,7.0,1990,PG-13,Drama,Jerry Zucker,Demi Moore,"Drama, Fantasy, Romance, Thriller",127.0,Drama,Fantasy,Romance,Thriller,,,,,4,1990,Average,Long
Edward Scissorhands,7.9,1990,PG-13,Fantasy,Tim Burton,Johnny Depp,"Fantasy, Romance",105.0,Fantasy,Romance,,,,,,,2,1990,Good,Medium
Quigley Down Under,6.8,1990,PG-13,Action,Simon Wincer,Alan Rickman,"Action, Adventure, Drama, Romance, Western",119.0,Action,Adventure,Drama,Romance,Western,,,,5,1990,Average,Medium
Dances with Wolves,8.0,1990,PG-13,Adventure,Kevin Costner,Mary McDonnell,"Adventure, Drama, Western",150.5,Adventure,Drama,Western,,,,,,3,1990,Good,Long
Home Alone,7.5,1990,PG,Comedy,Chris Columbus,Macaulay Culkin,"Comedy, Family",103.0,Comedy,Family,,,,,,,2,1990,Good,Medium
Pretty Woman,6.9,1990,R,Comedy,Garry Marshall,Julia Roberts,"Comedy, Romance",125.0,Comedy,Romance,,,,,,,2,1990,Average,Long
Childs Play 2,5.7,1990,R,Fantasy,John Lafia,Jenny Agutter,"Fantasy, Horror",72.0,Fantasy,Horror,,,,,,,2,1990,Average,Short
Mo Better Blues,6.5,1990,R,Drama,Spike Lee,Denzel Washington,"Drama, Music, Romance",129.0,Drama,Music,Romance,,,,,,3,1990,Average,Long
Tremors,7.1,1990,PG-13,Comedy,Ron Underwood,Reba McEntire,"Comedy, Horror, Sci-Fi",96.0,Comedy,Horror,Sci-Fi,,,,,,3,1990,Good,Medium
Two Evil Eyes,6.1,1990,R,Horror,Dario Argento,John Amos,Horror,120.0,Horror,,,,,,,,1,1990,Average,Medium
Shipwrecked,6.7,1990,PG,Adventure,Nils Gaup,Bjørn Sundquist,"Adventure, Family",92.0,Adventure,Family,,,,,,,2,1990,Average,Medium
Spaced Invaders,5.3,1990,PG,Adventure,Patrick Read Johnson,Ariana Richards,"Adventure, Comedy, Sci-Fi",100.0,Adventure,Comedy,Sci-Fi,,,,,,3,1990,Average,Medium
Marilyn Hotchkiss Ballroom Dancing and Charm School,7.1,1990,R,Comedy,Randall Miller,William Hurt,"Comedy, Family, Musical, Romance, Short",58.5,Comedy,Family,Musical,Romance,Short,,,,5,1990,Good,Short
Metropolitan,7.5,1990,PG-13,Comedy,Whit Stillman,Chris Eigeman,"Comedy, Drama, Romance",98.0,Comedy,Drama,Romance,,,,,,3,1990,Good,Medium
Midnight Cabaret,4.5,1990,R,Horror,Pece Dingo,Michael Des Barres,Horror,94.0,Horror,,,,,,,,1,1990,Poor,Medium
Terminator 2: Judgment Day,8.5,1991,R,Action,James Cameron,Joe Morton,"Action, Sci-Fi",150.5,Action,Sci-Fi,,,,,,,2,1990,Excellent,Long
Hook,6.7,1991,PG,Adventure,Steven Spielberg,Robin Williams,"Adventure, Comedy, Family, Fantasy",142.0,Adventure,Comedy,Family,Fantasy,,,,,4,1990,Average,Long
Hudson Hawk,5.7,1991,R,Action,Michael Lehmann,Bruce Willis,"Action, Adventure, Comedy",100.0,Action,Adventure,Comedy,,,,,,3,1990,Average,Medium
Robin Hood: Prince of Thieves,6.9,1991,PG-13,Action,Kevin Reynolds,Alan Rickman,"Action, Adventure, Drama, Romance",150.5,Action,Adventure,Drama,Romance,,,,,4,1990,Average,Long
JFK,8.0,1991,R,Drama,Oliver Stone,Sally Kirkland,"Drama, History, Thriller",150.5,Drama,History,Thriller,,,,,,3,1990,Good,Long
The Doors,7.2,1991,R,Biography,Oliver Stone,Michael Wincott,"Biography, Drama, Music, Musical",140.0,Biography,Drama,Music,Musical,,,,,4,1990,Good,Long
Cape Fear,7.3,1991,R,Crime,Martin Scorsese,Robert De Niro,"Crime, Thriller",128.0,Crime,Thriller,,,,,,,2,1990,Good,Long
Flight of the Intruder,5.7,1991,PG-13,Action,John Milius,Rosanna Arquette,"Action, Drama, Thriller, War",115.0,Action,Drama,Thriller,War,,,,,4,1990,Average,Medium
The Addams Family,6.8,1991,PG-13,Comedy,Barry Sonnenfeld,Anjelica Huston,"Comedy, Fantasy",99.0,Comedy,Fantasy,,,,,,,2,1990,Average,Medium
The Prince of Tides,6.6,1991,R,Drama,Barbra Streisand,George Carlin,"Drama, Romance",132.0,Drama,Romance,,,,,,,2,1990,Average,Long
Star Trek VI: The Undiscovered Country,7.2,1991,PG,Action,Nicholas Meyer,Leonard Nimoy,"Action, Adventure, Sci-Fi, Thriller",110.0,Action,Adventure,Sci-Fi,Thriller,,,,,4,1990,Good,Medium
